presence	pair	from	to	edge	caller	provider	verb	path	conjunct	leg	component	severity	rule	violation_path	old	new	state	collided	evidence	caller_changed	provider_changed
declared	P23	1.34.2	1.34.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P23	1.34.2	1.34.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P23	1.34.2	1.34.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P23	1.34.2	1.34.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P23	1.34.2	1.34.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P24	1.34.3	1.34.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P24	1.34.3	1.34.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P24	1.34.3	1.34.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P24	1.34.3	1.34.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P24	1.34.3	1.34.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P24	1.34.3	1.34.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P25	1.34.4	1.34.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P25	1.34.4	1.34.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P25	1.34.4	1.34.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P25	1.34.4	1.34.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P25	1.34.4	1.34.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P25	1.34.4	1.34.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P26	1.34.5	1.34.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P26	1.34.5	1.34.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P26	1.34.5	1.34.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P26	1.34.5	1.34.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P26	1.34.5	1.34.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P26	1.34.5	1.34.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P27	1.34.6	1.35.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P27	1.34.6	1.35.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P27	1.34.6	1.35.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P27	1.34.6	1.35.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P27	1.34.6	1.35.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P27	1.34.6	1.35.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P28	1.35.0	1.35.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P28	1.35.0	1.35.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P28	1.35.0	1.35.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P28	1.35.0	1.35.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P28	1.35.0	1.35.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P28	1.35.0	1.35.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P29	1.35.1	1.35.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P29	1.35.1	1.35.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P29	1.35.1	1.35.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P29	1.35.1	1.35.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P29	1.35.1	1.35.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P29	1.35.1	1.35.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P30	1.35.2	1.35.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P30	1.35.2	1.35.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P30	1.35.2	1.35.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P30	1.35.2	1.35.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P30	1.35.2	1.35.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P30	1.35.2	1.35.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P31	1.35.3	1.35.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P31	1.35.3	1.35.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P31	1.35.3	1.35.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P31	1.35.3	1.35.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P31	1.35.3	1.35.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P31	1.35.3	1.35.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P32	1.35.4	1.35.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P32	1.35.4	1.35.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P32	1.35.4	1.35.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P32	1.35.4	1.35.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P32	1.35.4	1.35.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P32	1.35.4	1.35.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P33	1.35.5	1.36.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P33	1.35.5	1.36.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P33	1.35.5	1.36.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P33	1.35.5	1.36.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P33	1.35.5	1.36.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P33	1.35.5	1.36.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P34	1.36.0	1.36.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P34	1.36.0	1.36.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P34	1.36.0	1.36.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P34	1.36.0	1.36.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P34	1.36.0	1.36.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P34	1.36.0	1.36.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P35	1.36.1	1.36.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P35	1.36.1	1.36.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P35	1.36.1	1.36.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P35	1.36.1	1.36.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P35	1.36.1	1.36.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P35	1.36.1	1.36.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P36	1.36.2	1.36.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P36	1.36.2	1.36.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P36	1.36.2	1.36.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P36	1.36.2	1.36.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P36	1.36.2	1.36.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P36	1.36.2	1.36.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P37	1.36.3	1.37.0	gate-clouddriver/9	gate	clouddriver	GET	/applications/{application}/clusters/{account}/{clusterName}/{type}/serverGroups/{serverGroupName}	C4	response	response	BREAK	kind-mismatch	$	object(open){}	array(object(open){})	untyped	no	no	yes	yes
declared	P37	1.36.3	1.37.0	gate-clouddriver/9	gate	clouddriver	GET	/applications/{application}/clusters/{account}/{clusterName}/{type}/serverGroups/{serverGroupName}	TGT	response	response	BREAK	kind-mismatch	$	array(object(open){})	object(open){}	untyped	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-igor/3	orca	igor	GET	/builds/artifacts/{buildNumber}/{master}/**	C2	request	params	WARN	format-change	$.params.buildNumber	integer(int32)	integer(int64)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-igor/5	orca	igor	GET	/builds/properties/{buildNumber}/{fileName}/{master}/**	C2	request	params	WARN	format-change	$.params.buildNumber	integer(int32)	integer(int64)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-igor/8	orca	igor	GET	/builds/status/{buildNumber}/{master}/**	C2	request	params	WARN	format-change	$.params.buildNumber	integer(int32)	integer(int64)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-igor/22	orca	igor	PATCH	/masters/{name}/jobs/**/update/{buildNumber}	C2	request	params	WARN	format-change	$.params.buildNumber	integer(int32)	integer(int64)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-igor/24	orca	igor	PUT	/masters/{name}/jobs/{jobName}/stop/{queuedBuild}/{buildNumber}	C2	request	params	WARN	format-change	$.params.buildNumber	integer(int32)	integer(int64)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	yes	yes
declared	P37	1.36.3	1.37.0	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	yes	yes
declared	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P38	1.37.0	1.37.1	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P39	1.37.1	1.37.2	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P40	1.37.2	1.37.3	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P41	1.37.3	1.37.4	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P42	1.37.4	1.37.5	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.marginal	number(double)	integer(int32)	live	no	no	no	no
declared	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C2	request	body	WARN	format-change	$.body.thresholds.pass	number(double)	integer(int32)	live	no	no	no	no
declared	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
declared	P43	1.37.5	1.37.6	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	TGT	request	body	WARN	format-change	$.body.thresholds.pass	integer(int32)	number(double)	live	no	no	no	no
declared	P44	1.37.6	1.37.7	orca-kayenta/2	orca	kayenta	POST	/canary/{canaryConfigId}	C1	request	body	WARN	format-change	$.body.thresholds.marginal	integer(int32)	number(double)	live	no	no	no	no
